COUNTRY_NAME,YEAR,SUM(F.CO2)
Djibouti,1999,"13,1908711"
Djibouti,2001,"11,9964803"
Djibouti,2002,"12,8324823"
Djibouti,2003,"13,3123936"
Djibouti,2004,"12,6500286"
Djibouti,2005,"12,6864593"
Djibouti,2006,"12,3953418"
Djibouti,2007,"13,7560696"
Djibouti,2008,"14,6494553"
Djibouti,2009,"13,2782008"
Djibouti,2010,"14,757093"
Djibouti,2011,"13,2882576"
Djibouti,2012,"13,4718829"
Djibouti,2013,"15,1258529"
Djibouti,2014,"10,3699698"
Djibouti,2015,"11,741184"
Djibouti,2016,"10,3197892"
Djibouti,2017,"10,2543483"
Djibouti,2018,"9,7291649"
Djibouti,2019,"9,91988167"
Djibouti,2020,"8,53748988"
Djibouti,2021,"8,53748988"
Dominica,,"1359,56927"
Dominica,2000,"35,3504666"
Dominica,1990,"19,9800622"
Dominica,1991,"19,9928383"
Dominica,1992,"19,9446587"
Dominica,1993,"21,1053352"
Dominica,1994,"22,2801402"
Dominica,1995,"27,2102169"
Dominica,1996,"24,7930529"
Dominica,1997,"27,4025411"
Dominica,1998,"26,3112631"
Dominica,1999,"27,7023269"
Dominica,2001,"37,8702574"
Dominica,2002,"35,25581"
Dominica,2003,"40,1426533"
Dominica,2004,"48,7283681"
Dominica,2005,"48,5854737"
Dominica,2006,"48,4968466"
Dominica,2007,"62,1060809"
Dominica,2008,"55,870219"
Dominica,2009,"54,6115086"
Dominica,2010,"58,3120291"
Dominica,2011,"52,0807716"
Dominica,2012,"55,7615726"
Dominica,2013,"56,9584319"
Dominica,2014,"59,3779278"
Dominica,2015,"59,2961803"
Dominica,2016,"60,428289"
Dominica,2017,"54,1476112"
Dominica,2018,"54,0213612"
Dominica,2019,"52,5935829"
Dominica,2020,"46,4256939"
Dominica,2021,"46,4256939"
Eswatini,,"767,49843"
Eswatini,2000,"28,8615375"
Eswatini,1990,"28,0140074"
Eswatini,1991,"24,7599217"
Eswatini,1992,"23,0238537"
Eswatini,1993,"19,217714"
Eswatini,1994,"28,4841674"
Eswatini,1995,"27,5153991"
Eswatini,1996,"19,9958541"
Eswatini,1997,"28,4783678"
Eswatini,1998,"28,4472782"
Eswatini,1999,"29,8977576"
Eswatini,2001,"25,9389962"
Eswatini,2002,"25,456426"
Eswatini,2003,"23,5564655"
Eswatini,2004,"23,3923098"
Eswatini,2005,"23,6348693"
Eswatini,2006,"23,5091092"
Eswatini,2007,"23,9527666"
Eswatini,2008,"23,3680812"
Eswatini,2009,"24,032523"
Eswatini,2010,"22,4622548"
Eswatini,2011,"22,5575146"
Eswatini,2012,"25,9904678"
Eswatini,2013,"30,9063959"
Eswatini,2014,"16,8641457"
Eswatini,2015,"18,8768564"
Eswatini,2016,"22,7332749"
Eswatini,2017,"21,0302052"
Eswatini,2018,"21,822771"
Eswatini,2019,"21,1732121"
Eswatini,2020,"19,7719633"
Eswatini,2021,"19,7719633"
Ethiopia,,"62,6576589"
Ethiopia,2000,"1,2549618"
Ethiopia,1990,"1,49674661"
Ethiopia,1991,"1,43124458"
Ethiopia,1992,"1,37059289"
Ethiopia,1993,"1,34807462"
Ethiopia,1994,"0,95563332"
Ethiopia,1995,"1,05427178"
Ethiopia,1996,"1,13887193"
Ethiopia,1997,"1,17838243"
Ethiopia,1998,"1,20845225"
Ethiopia,1999,"1,15417661"
Ethiopia,2001,"1,50163243"
Ethiopia,2002,"1,51636198"
Ethiopia,2003,"1,61956289"
Ethiopia,2004,"1,66766198"
Ethiopia,2005,"1,55798491"
Ethiopia,2006,"1,62617011"
Ethiopia,2007,"1,73723623"
Ethiopia,2008,"1,85756626"
Ethiopia,2009,"1,81713586"
Ethiopia,2010,"1,7353453"
Ethiopia,2011,"1,97093566"
Ethiopia,2012,"2,09872886"
Ethiopia,2013,"2,4609953"
Ethiopia,2014,"2,93998838"
Ethiopia,2015,"3,02122296"
Ethiopia,2016,"3,32361094"
Ethiopia,2017,"3,43712275"
Ethiopia,2018,"3,54848138"
Ethiopia,2019,"3,50560718"
Ethiopia,2020,"3,06144934"
Ethiopia,2021,"3,06144934"
Honduras,,"662,606385"
Honduras,2000,"17,9942259"
Honduras,1990,"11,7047938"
Honduras,1991,"11,478936"
Honduras,1992,"12,2899442"
Honduras,1993,"12,5618881"
Honduras,1994,"13,6747787"
Honduras,1995,"15,834328"
Honduras,1996,"15,5929495"
Honduras,1997,"15,6599262"
Honduras,1998,"18,277778"
Honduras,1999,"17,3075796"
Honduras,2001,"19,9136482"
Honduras,2002,"20,3242335"
Honduras,2003,"22,347097"
Honduras,2004,"23,7075263"
Honduras,2005,"21,9790762"
Honduras,2006,"24,1326708"
Honduras,2007,"25,2207653"
Honduras,2008,"25,3732041"
Honduras,2009,"23,3767218"
Honduras,2010,"22,7676926"
Honduras,2011,"24,7217231"
Honduras,2012,"25,2582577"
Honduras,2013,"25,2045088"
Honduras,2014,"24,9471029"
Honduras,2015,"25,8147886"
Honduras,2016,"24,0574837"
Honduras,2017,"22,5445442"
Honduras,2018,"25,1576998"
Honduras,2019,"26,5678731"
Honduras,2020,"23,4063199"
Honduras,2021,"23,4063199"
Kiribati,,"368,324428"
Kiribati,2000,"9,37750603"
Kiribati,1990,"7,28751382"
Kiribati,1991,"7,15974598"
Kiribati,1992,"8,2330471"
Kiribati,1993,"9,29114057"
Kiribati,1994,"9,17553149"
Kiribati,1995,"9,05122037"
Kiribati,1996,"8,91585871"
Kiribati,1997,"8,77309289"
Kiribati,1998,"8,62582766"
Kiribati,1999,"8,4786193"
Kiribati,2001,"8,19448102"
Kiribati,2002,"11,0795029"
Kiribati,2003,"11,8785614"
Kiribati,2004,"12,6318302"
Kiribati,2005,"15,2393826"
Kiribati,2006,"16,7775882"
Kiribati,2007,"14,5759839"
Kiribati,2008,"16,0270552"
Kiribati,2009,"13,0688596"
Kiribati,2010,"13,6696494"
Kiribati,2011,"12,5949125"
Kiribati,2012,"11,5737896"
Kiribati,2013,"11,4107332"
Kiribati,2014,"12,8618991"
Kiribati,2015,"11,8907419"
Kiribati,2016,"11,7222992"
Kiribati,2017,"13,8654146"
Kiribati,2018,"13,6632628"
Kiribati,2019,"13,8729657"
Kiribati,2020,"13,6782058"
Kiribati,2021,"13,6782058"
Malaysia,,"4998,24521"
Malaysia,2000,"130,587154"
Malaysia,1990,"72,2395072"
Malaysia,1991,"85,2509595"
Malaysia,1992,"92,1483818"
Malaysia,1993,"106,813307"
Malaysia,1994,"108,87969"
Malaysia,1995,"133,46648"
Malaysia,1996,"129,539239"
Malaysia,1997,"135,883621"
Malaysia,1998,"123,976618"
Malaysia,1999,"114,688647"
Malaysia,2001,"135,632066"
Malaysia,2002,"133,955074"
Malaysia,2003,"152,092746"
Malaysia,2004,"163,014756"
Malaysia,2005,"169,39991"
Malaysia,2006,"163,760537"
Malaysia,2007,"163,879827"
Malaysia,2008,"177,986626"
Malaysia,2009,"173,683168"
Malaysia,2010,"183,72229"
Malaysia,2011,"181,768575"
Malaysia,2012,"177,689501"
Malaysia,2013,"197,485928"
Malaysia,2014,"196,740902"
Malaysia,2015,"183,814892"
Malaysia,2016,"195,975956"
Malaysia,2017,"193,330321"
Malaysia,2018,"207,228456"
Malaysia,2019,"209,323001"
Malaysia,2020,"202,14354"
Malaysia,2021,"202,14354"
Maldives,,"1596,32383"
Maldives,2000,"38,7120881"
Maldives,1990,"18,5206894"
Maldives,1991,"16,0754904"
Maldives,1992,"23,4479081"
Maldives,1993,"19,5735455"
Maldives,1994,"19,1024506"
Maldives,1995,"23,5288563"
Maldives,1996,"26,8036098"
Maldives,1997,"29,9961341"
Maldives,1998,"26,8603677"
Maldives,1999,"36,9712679"
Maldives,2001,"38,6992938"
Maldives,2002,"48,4240583"
Maldives,2003,"40,0918453"
Maldives,2004,"51,4172811"
Maldives,2005,"45,1227754"
Maldives,2006,"55,5832751"
Maldives,2007,"55,8832112"
Maldives,2008,"58,8882289"
Maldives,2009,"59,9677417"
Maldives,2010,"61,3114449"
Maldives,2011,"62,1687013"
Maldives,2012,"67,0753228"
Maldives,2013,"63,0559225"
Maldives,2014,"72,5712906"
Maldives,2015,"69,2014992"
Maldives,2016,"72,4928077"
Maldives,2017,"73,1600598"
Maldives,2018,"80,9965561"
Maldives,2019,"81,0919234"
Maldives,2020,"79,7640895"
Maldives,2021,"79,7640895"
Mongolia,,"6014,23812"
Mongolia,2000,"74,9486322"
Mongolia,1990,"108,674104"
Mongolia,1991,"131,160905"
Mongolia,1992,"117,608285"
Mongolia,1993,"98,225422"
Mongolia,1994,"83,4256312"
Mongolia,1995,"82,4995431"
Mongolia,1996,"83,1226193"
Mongolia,1997,"78,9994066"
Mongolia,1998,"78,3218659"
Mongolia,1999,"76,1059243"
Mongolia,2001,"78,0618849"
Mongolia,2002,"81,1616886"
Mongolia,2003,"77,8485735"
Mongolia,2004,"82,3976693"
Mongolia,2005,"81,4466614"
Mongolia,2006,"88,2187978"
Mongolia,2007,"111,76134"
Mongolia,2008,"109,579019"
Mongolia,2009,"117,352259"
Mongolia,2010,"121,945839"
Mongolia,2011,"185,620574"
Mongolia,2012,"297,639464"
Mongolia,2013,"362,764406"
Mongolia,2014,"241,509496"
Mongolia,2015,"186,041604"
Mongolia,2016,"198,877097"
Mongolia,2017,"264,101387"
Mongolia,2018,"359,87857"
Mongolia,2019,"659,994103"
Mongolia,2020,"647,472676"
Mongolia,2021,"647,472676"
Pakistan,,"635,566251"
Pakistan,2000,"17,7744246"
Pakistan,1990,"15,1220533"
Pakistan,1991,"14,6187955"
Pakistan,1992,"15,1728603"
Pakistan,1993,"15,8191924"
Pakistan,1994,"16,7530153"
Pakistan,1995,"16,2126099"
Pakistan,1996,"17,6281784"
Pakistan,1997,"17,1750414"
Pakistan,1998,"17,2183412"
Pakistan,1999,"17,2072117"
Pakistan,2001,"17,6124246"
Pakistan,2002,"18,1190173"
Pakistan,2003,"18,4187202"
Pakistan,2004,"19,9089856"
Pakistan,2005,"20,1751562"
Pakistan,2006,"21,0302302"
Pakistan,2007,"22,2891165"
Pakistan,2008,"21,721953"
Pakistan,2009,"21,2236791"
Pakistan,2010,"20,6186128"
Pakistan,2011,"20,2455922"
Pakistan,2012,"19,7192773"
Pakistan,2013,"18,8790211"
Pakistan,2014,"19,1998881"
Pakistan,2015,"20,3685756"
Pakistan,2016,"24,3992211"
Pakistan,2017,"27,0095945"
Pakistan,2018,"26,9490072"
Pakistan,2019,"25,9641574"
Pakistan,2020,"25,5061484"
Pakistan,2021,"25,5061484"
Paraguay,,"616,769044"
Paraguay,2000,"16,2583378"
Paraguay,1990,"12,1357716"
Paraguay,1991,"11,6468809"
Paraguay,1992,"13,9296686"
Paraguay,1993,"15,3524482"
Paraguay,1994,"17,5099773"
Paraguay,1995,"19,7809306"
Paraguay,1996,"18,2606219"
Paraguay,1997,"19,8219323"
Paraguay,1998,"20,5984566"
Paraguay,1999,"20,1331621"
Paraguay,2001,"16,3383835"
Paraguay,2002,"16,7346052"
Paraguay,2003,"17,1766895"
Paraguay,2004,"17,009051"
Paraguay,2005,"15,5762542"
Paraguay,2006,"15,8642795"
Paraguay,2007,"16,1706394"
Paraguay,2008,"16,8832433"
Paraguay,2009,"17,643818"
Paraguay,2010,"19,289823"
Paraguay,2011,"19,698338"
Paraguay,2012,"19,3348826"
Paraguay,2013,"19,0668414"
Paraguay,2014,"19,8494256"
Paraguay,2015,"21,711693"
Paraguay,2016,"25,4338235"
Paraguay,2017,"28,2153894"
Paraguay,2018,"29,3586634"
Paraguay,2019,"29,0430336"
Paraguay,2020,"25,4709894"
Paraguay,2021,"25,4709894"
Portugal,,"4109,22932"
Portugal,2000,"153,125187"
Portugal,1990,"109,951852"
Portugal,1991,"114,123115"
Portugal,1992,"122,954833"
Portugal,1993,"118,831287"
Portugal,1994,"120,12252"
Portugal,1995,"129,719497"
Portugal,1996,"122,764707"
Portugal,1997,"129,054073"
Portugal,1998,"139,261324"
Portugal,1999,"156,590294"
Portugal,2001,"151,462106"
Portugal,2002,"161,175707"
Portugal,2003,"148,778842"
Portugal,2004,"154,702036"
Portugal,2005,"159,215644"
Portugal,2006,"147,800771"
Portugal,2007,"141,749033"
Portugal,2008,"136,187299"
Portugal,2009,"129,513311"
Portugal,2010,"120,082695"
Portugal,2011,"117,656173"
Portugal,2012,"113,952888"
Portugal,2013,"110,412841"
Portugal,2014,"110,487763"
Portugal,2015,"121,037338"
Portugal,2016,"117,281947"
Portugal,2017,"128,836402"
Portugal,2018,"120,494768"
Portugal,2019,"111,781488"
Portugal,2020,"95,0607887"
Portugal,2021,"95,0607887"
Slovakia,,"5819,0286"
Slovakia,2000,"182,925394"
Slovakia,1990,"278,98694"
Slovakia,1991,"240,857299"
Slovakia,1992,"220,116783"
Slovakia,1993,"207,956368"
Slovakia,1994,"195,707394"
Slovakia,1995,"197,225247"
Slovakia,1996,"196,294302"
Slovakia,1997,"196,638079"
Slovakia,1998,"195,424645"
Slovakia,1999,"191,464822"
Slovakia,2001,"192,201618"
Slovakia,2002,"186,550452"
Slovakia,2003,"188,035558"
Slovakia,2004,"190,18717"
Slovakia,2005,"190,225864"
Slovakia,2006,"189,190047"
Slovakia,2007,"182,161012"
Slovakia,2008,"183,901421"
Slovakia,2009,"167,230515"
Slovakia,2010,"170,583022"
Slovakia,2011,"168,607621"
Slovakia,2012,"159,210798"
Slovakia,2013,"157,17743"
Slovakia,2014,"148,501686"
Slovakia,2015,"151,934051"
Slovakia,2016,"153,71943"
Slovakia,2017,"158,728024"
Slovakia,2018,"158,574322"
Slovakia,2019,"148,536205"
Slovakia,2020,"135,087539"
Slovakia,2021,"135,087539"
Slovenia,,"5828,41593"
Slovenia,2000,"181,632697"
Slovenia,1990,"180,418211"
Slovenia,1991,"166,896806"
Slovenia,1992,"166,026746"
Slovenia,1993,"170,75693"
Slovenia,1994,"175,947598"
Slovenia,1995,"184,930072"
Slovenia,1996,"192,948382"
Slovenia,1997,"199,328287"
Slovenia,1998,"193,645016"
Slovenia,1999,"186,01391"
Slovenia,2001,"196,692765"
Slovenia,2002,"199,837465"
Slovenia,2003,"196,185852"
Slovenia,2004,"201,14339"
Slovenia,2005,"203,368462"
Slovenia,2006,"205,556249"
Slovenia,2007,"206,531029"
Slovenia,2008,"216,503382"
Slovenia,2009,"190,895091"
Slovenia,2010,"192,999588"
Slovenia,2011,"191,102659"
Slovenia,2012,"183,535319"
Slovenia,2013,"175,73159"
Slovenia,2014,"157,182049"
Slovenia,2015,"157,854074"
Slovenia,2016,"166,91039"
Slovenia,2017,"168,660476"
Slovenia,2018,"167,406779"
Slovenia,2019,"161,711184"
Slovenia,2020,"145,031742"
Slovenia,2021,"145,031742"
Suriname,,"3272,51369"
Suriname,2000,"111,721651"
Suriname,1990,"102,914347"
Suriname,1991,"117,56371"
Suriname,1992,"115,847904"
Suriname,1993,"114,26115"
Suriname,1994,"112,651429"
Suriname,1995,"111,925513"
Suriname,1996,"111,509483"
Suriname,1997,"111,211663"
Suriname,1998,"109,840354"
Suriname,1999,"109,473232"
Suriname,2001,"118,988038"
Suriname,2002,"77,6434726"
Suriname,2003,"75,638498"
Suriname,2004,"75,6345723"
Suriname,2005,"76,3298256"
Suriname,2006,"82,5782958"
Suriname,2007,"82,4631588"
Suriname,2008,"89,8138354"
Suriname,2009,"91,5018036"
Suriname,2010,"108,662694"
Suriname,2011,"97,7527145"
Suriname,2012,"116,841726"
Suriname,2013,"120,344022"
Suriname,2014,"121,832079"
Suriname,2015,"115,994656"
Suriname,2016,"96,694566"
Suriname,2017,"104,082062"
Suriname,2018,"104,764319"
Suriname,2019,"104,042162"
Suriname,2020,"90,995377"
Suriname,2021,"90,995377"
Tanzania,,"103,804037"
Tanzania,2000,"1,84252867"
Tanzania,1990,"2,01140738"
Tanzania,1991,"2,07729374"
Tanzania,1992,"1,93843025"
Tanzania,1993,"2,08783937"
Tanzania,1994,"1,71968954"
Tanzania,1995,"1,97016204"
Tanzania,1996,"1,99184575"
Tanzania,1997,"2,1731129"
Tanzania,1998,"1,86509318"
Tanzania,1999,"1,80560458"
Tanzania,2001,"2,12236102"
Tanzania,2002,"2,36747988"
Tanzania,2003,"2,43528348"
Tanzania,2004,"2,71738452"
Tanzania,2005,"3,34530377"
Tanzania,2006,"3,56820154"
Tanzania,2007,"3,36849648"
Tanzania,2008,"3,3917377"
Tanzania,2009,"3,21539057"
Tanzania,2010,"3,74867705"
Tanzania,2011,"4,07317046"
Tanzania,2012,"4,62213804"
Tanzania,2013,"4,90493095"
Tanzania,2014,"4,75594339"
Tanzania,2015,"4,95946663"
Tanzania,2016,"4,91909873"
Tanzania,2017,"5,00839922"
Tanzania,2018,"5,02507411"
Tanzania,2019,"4,98267552"
Tanzania,2020,"4,39490813"
Tanzania,2021,"4,39490813"
Thailand,,"2470,73501"
Thailand,2000,"64,3531371"
Thailand,1990,"37,3064299"
Thailand,1991,"40,5704979"
Thailand,1992,"43,9902973"
Thailand,1993,"49,7424542"
Thailand,1994,"54,3383606"
Thailand,1995,"62,7640272"
Thailand,1996,"69,3410262"
Thailand,1997,"70,4436216"
Thailand,1998,"61,6299172"
Thailand,1999,"63,5597372"
Thailand,2001,"68,2570677"
Thailand,2002,"71,476742"
Thailand,2003,"75,1019747"
Thailand,2004,"80,1919044"
Thailand,2005,"81,8109413"
Thailand,2006,"82,5364699"
Thailand,2007,"83,1923609"
Thailand,2008,"81,8410261"
Thailand,2009,"86,9574349"
Thailand,2010,"91,2227851"
Thailand,2011,"90,1486688"
Thailand,2012,"95,6193354"
Thailand,2013,"101,289803"
Thailand,2014,"99,1187302"
Thailand,2015,"99,7824521"
Thailand,2016,"98,6269247"
Thailand,2017,"99,1626823"
Thailand,2018,"95,4687554"
Thailand,2019,"93,629241"
Thailand,2020,"88,6301024"
Thailand,2021,"88,6301024"
VietNam,,"946,518305"
VietNam,2000,"15,7979914"
VietNam,1990,"7,51838441"
VietNam,1991,"7,3881697"
VietNam,1992,"7,26820963"
VietNam,1993,"7,58602577"
VietNam,1994,"8,52740278"
VietNam,1995,"9,19392019"
VietNam,1996,"10,7922909"
VietNam,1997,"13,8514337"
VietNam,1998,"14,3760583"
VietNam,1999,"14,2385373"
VietNam,2001,"17,7316285"
VietNam,2002,"20,1631196"
VietNam,2003,"22,1762828"
VietNam,2004,"25,3523968"
VietNam,2005,"27,1094055"
VietNam,2006,"27,9731224"
VietNam,2007,"28,1983087"
VietNam,2008,"31,5368502"
VietNam,2009,"34,0171431"
VietNam,2010,"37,8098353"
VietNam,2011,"40,8403065"
VietNam,2012,"38,097713"
VietNam,2013,"39,4620398"
VietNam,2014,"44,2261326"
VietNam,2015,"49,9809554"
VietNam,2016,"49,4057406"
VietNam,2017,"49,5343668"
VietNam,2018,"56,1952289"
VietNam,2019,"64,7662658"
VietNam,2020,"62,7015194"
VietNam,2021,"62,7015194"
Zimbabwe,,"751,927047"
Zimbabwe,2000,"27,9120853"
Zimbabwe,1990,"35,776777"
Zimbabwe,1991,"34,8315864"
Zimbabwe,1992,"36,7986722"
Zimbabwe,1993,"34,7179775"
Zimbabwe,1994,"37,0676513"
Zimbabwe,1995,"31,6090299"
Zimbabwe,1996,"31,0031082"
Zimbabwe,1997,"28,6519408"
Zimbabwe,1998,"28,8707178"
Zimbabwe,1999,"31,9272749"
Zimbabwe,2001,"25,177035"
Zimbabwe,2002,"23,8825727"
Zimbabwe,2003,"21,2506793"
Zimbabwe,2004,"18,8259615"
Zimbabwe,2005,"21,2611079"
Zimbabwe,2006,"20,4658125"
Zimbabwe,2007,"19,2596526"
Zimbabwe,2008,"14,9666196"
Zimbabwe,2009,"10,4918604"
Zimbabwe,2010,"14,8907958"
Zimbabwe,2011,"18,1363549"
Zimbabwe,2012,"14,4252715"
Zimbabwe,2013,"21,2781471"
Zimbabwe,2014,"21,0306147"
Zimbabwe,2015,"21,2397452"
Zimbabwe,2016,"18,367521"
Zimbabwe,2017,"16,1526264"
Zimbabwe,2018,"19,7042386"
Zimbabwe,2019,"17,9426427"
Zimbabwe,2020,"17,0054829"
Zimbabwe,2021,"17,0054829"
Argentina,,"3070,72786"
Argentina,2000,"92,6641246"
Argentina,1990,"82,4650412"
Argentina,1991,"85,2545966"
Argentina,1992,"86,7758093"
Argentina,1993,"83,2102079"
Argentina,1994,"85,2694233"
Argentina,1995,"88,0424553"
Argentina,1996,"91,7623583"
Argentina,1997,"92,6425739"
Argentina,1998,"92,8043425"
Argentina,1999,"96,9320555"
Argentina,2001,"86,2786679"
Argentina,2002,"79,2270868"
Argentina,2003,"84,8339424"
Argentina,2004,"97,9176021"
Argentina,2005,"99,6176092"
Argentina,2006,"106,658921"
Argentina,2007,"105,379198"
Argentina,2008,"112,637874"
Argentina,2009,"106,089057"
Argentina,2010,"109,585817"
Argentina,2011,"110,515875"
Argentina,2012,"110,193596"
Argentina,2013,"108,142913"
Argentina,2014,"106,192184"
Argentina,2015,"107,201379"
Argentina,2016,"105,346243"
Argentina,2017,"102,585485"
Argentina,2018,"97,9774059"
Argentina,2019,"89,8060206"
Argentina,2020,"83,3589972"
Argentina,2021,"83,3589972"
Australia,,"13541,9064"
Australia,2000,"444,604222"
Australia,1990,"395,313632"
Australia,1991,"393,555271"
Australia,1992,"394,89165"
Australia,1993,"397,188626"
Australia,1994,"404,641485"
Australia,1995,"410,854888"
Australia,1996,"417,387277"
Australia,1997,"426,961387"
Australia,1998,"437,333686"
Australia,1999,"442,744904"
Australia,2001,"450,693442"
Australia,2002,"454,128266"
Australia,2003,"456,457207"
Australia,2004,"466,92933"
Australia,2005,"461,006515"
Australia,2006,"464,529477"
Australia,2007,"461,180596"
Australia,2008,"460,882338"
Australia,2009,"442,819971"
Australia,2010,"438,227825"
Australia,2011,"431,637819"
Australia,2012,"421,935083"
Australia,2013,"405,767779"
Australia,2014,"406,082244"
Australia,2015,"404,416788"
Australia,2016,"411,441425"
Australia,2017,"404,888455"
Australia,2018,"400,994773"
Australia,2019,"394,727812"
Australia,2020,"368,841113"
Australia,2021,"368,841113"
Guatemala,,"634,103074"
Guatemala,2000,"20,1150433"
Guatemala,1990,"12,8816072"
Guatemala,1991,"12,5301083"
Guatemala,1992,"14,6325546"
Guatemala,1993,"13,4692976"
Guatemala,1994,"15,9284378"
Guatemala,1995,"16,321908"
Guatemala,1996,"14,8127387"
Guatemala,1997,"16,5367058"
Guatemala,1998,"18,6235758"
Guatemala,1999,"18,55936"
Guatemala,2001,"20,595414"
Guatemala,2002,"21,0765831"
Guatemala,2003,"20,0593929"
Guatemala,2004,"20,9680998"
Guatemala,2005,"22,1917058"
Guatemala,2006,"21,8136853"
Guatemala,2007,"21,2752294"
Guatemala,2008,"18,665487"
Guatemala,2009,"19,181542"
Guatemala,2010,"18,2048673"
Guatemala,2011,"18,0412596"
Guatemala,2012,"18,1645838"
Guatemala,2013,"19,6723531"
Guatemala,2014,"20,7774852"
Guatemala,2015,"23,3649752"
Guatemala,2016,"24,4774854"
Guatemala,2017,"24,5348115"
Guatemala,2018,"25,9460527"
Guatemala,2019,"29,9416568"
Guatemala,2020,"25,3695334"
Guatemala,2021,"25,3695334"
HongKong,,"4393,88675"
HongKong,2000,"146,34262"
HongKong,1990,"113,748578"
HongKong,1991,"117,777593"
HongKong,1992,"134,711263"
HongKong,1993,"140,792877"
HongKong,1994,"124,325136"
HongKong,1995,"123,337016"
HongKong,1996,"112,164654"
HongKong,1997,"116,180504"
HongKong,1998,"145,582229"
HongKong,1999,"156,562871"
HongKong,2001,"136,124807"
HongKong,2002,"141,401703"
HongKong,2003,"154,186617"
HongKong,2004,"147,921393"
HongKong,2005,"155,036993"
HongKong,2006,"147,889351"
HongKong,2007,"152,885279"
HongKong,2008,"149,229126"
HongKong,2009,"144,109342"
HongKong,2010,"138,022382"
HongKong,2011,"147,802683"
HongKong,2012,"145,570105"
HongKong,2013,"150,006898"
HongKong,2014,"153,027849"
HongKong,2015,"141,582378"
HongKong,2016,"143,759614"
HongKong,2017,"139,780207"
HongKong,2018,"139,141287"
HongKong,2019,"134,87456"
HongKong,2020,"100,004415"
HongKong,2021,"100,004415"
Indonesia,,"1244,91096"
Indonesia,2000,"31,1726237"
Indonesia,1990,"19,8818299"
Indonesia,1991,"23,48373"
Indonesia,1992,"26,0245998"
Indonesia,1993,"27,6356318"
Indonesia,1994,"27,5814377"
Indonesia,1995,"27,6083115"
Indonesia,1996,"30,6232236"
Indonesia,1997,"33,2186031"
Indonesia,1998,"25,195331"
Indonesia,1999,"28,0650848"
Indonesia,2001,"33,9517852"
Indonesia,2002,"34,3196308"
Indonesia,2003,"37,0869034"
Indonesia,2004,"37,0173714"
Indonesia,2005,"37,0133387"
Indonesia,2006,"36,2855288"
Indonesia,2007,"40,0996453"
Indonesia,2008,"37,3340472"
Indonesia,2009,"40,4280967"
Indonesia,2010,"44,8503782"
Indonesia,2011,"49,422676"
Indonesia,2012,"50,3786792"
Indonesia,2013,"47,2817104"
Indonesia,2014,"46,9386082"
Indonesia,2015,"51,2239353"
Indonesia,2016,"51,4623423"
Indonesia,2017,"52,1600944"
Indonesia,2018,"55,1320404"
Indonesia,2019,"58,5837329"
Indonesia,2020,"51,7250022"
Indonesia,2021,"51,7250022"
Lithuania,,"3669,16959"
Lithuania,2000,"81,395404"
Lithuania,1990,"232,255593"
Lithuania,1991,"245,68237"
Lithuania,1992,"137,96675"
Lithuania,1993,"106,92621"
Lithuania,1994,"103,922044"
Lithuania,1995,"99,8723878"
Lithuania,1996,"105,046402"
Lithuania,1997,"101,877198"
Lithuania,1998,"108,219168"
Lithuania,1999,"91,690395"
Lithuania,2001,"87,2432689"
Lithuania,2002,"88,4765657"
Lithuania,2003,"89,217878"
Lithuania,2004,"94,3161327"
Lithuania,2005,"101,312933"
Lithuania,2006,"104,869291"
Lithuania,2007,"116,532903"
Lithuania,2008,"113,562194"
Lithuania,2009,"98,8282319"
Lithuania,2010,"107,138961"
Lithuania,2011,"111,249551"
Lithuania,2012,"113,045577"
Lithuania,2013,"106,52118"
Lithuania,2014,"105,85937"
Lithuania,2015,"109,031748"
Lithuania,2016,"110,891185"
Lithuania,2017,"114,473043"
Lithuania,2018,"117,343028"
Lithuania,2019,"121,086799"
Lithuania,2020,"121,657914"
Lithuania,2021,"121,657914"
Mauritius,,"1989,27798"
Mauritius,2000,"54,4621966"
Mauritius,1990,"33,2291537"
Mauritius,1991,"34,1567464"
Mauritius,1992,"37,8386564"
Mauritius,1993,"38,7419533"
Mauritius,1994,"34,9658974"
Mauritius,1995,"38,8768049"
Mauritius,1996,"40,9657883"
Mauritius,1997,"41,524945"
Mauritius,1998,"44,6744696"
Mauritius,1999,"49,5199792"
Mauritius,2001,"57,5235967"
Mauritius,2002,"57,5850466"
Mauritius,2003,"60,7328076"
Mauritius,2004,"60,9793555"
Mauritius,2005,"64,6918215"
Mauritius,2006,"70,8886734"
Mauritius,2007,"71,695266"
Mauritius,2008,"72,9453497"
Mauritius,2009,"71,537495"
Mauritius,2010,"75,2565597"
Mauritius,2011,"75,1376411"
Mauritius,2012,"75,9046756"
Mauritius,2013,"77,7472974"
Mauritius,2014,"80,2885422"
Mauritius,2015,"80,2232075"
Mauritius,2016,"82,6490948"
Mauritius,2017,"86,0925948"
Mauritius,2018,"85,4934362"
Mauritius,2019,"82,755492"
Mauritius,2020,"75,0967158"
Mauritius,2021,"75,0967158"
Nicaragua,,"559,992605"
Nicaragua,2000,"17,6180468"
Nicaragua,1990,"11,753774"
Nicaragua,1991,"11,1705777"
Nicaragua,1992,"13,046682"
Nicaragua,1993,"12,2751007"
Nicaragua,1994,"13,255521"
Nicaragua,1995,"14,2131923"
Nicaragua,1996,"14,4114048"
Nicaragua,1997,"15,4832744"
Nicaragua,1998,"16,5812774"
